lotaria,lotaria,Nom
lote,lote,Nom
louco,louco,Adjectif
louro,louro,Adjectif
lousa,lousa,Nom
lua,lua,Nom
lucro,lucro,Nom
lugar,lugar,Nom
lula,lula,Nom
lume,lume,Nom
luta,luta,Nom
luto,luto,Nom
luva,luva,Nom
luxo,luxo,Nom
luz,luz,Nom
m,letra m,Nom
ma,má,Adjectif
maca,maca,Nom
macacao,macacão,Nom
macaco,macaco,Nom
maçã,maçã,Nom
machado,machado,Nom
macho,macho,Nom
madeira,madeira,Nom
madrugada,madrugada,Nom
maduro,maduro,Adjectif
mae,mãe,Nom
magia,magia,Nom
magico,mágico,Nom
magnetismo,magnetismo,Nom
magnifico,magnífico,Adjectif
magoa,mágoa,Nom
magro,magro,Adjectif
maio,maio,Nom
maior,maior,Adjectif
maioria,maioria,Nom
mais,mais,Adverbe
majestade,majestade,Nom
mal,mal,Nom
mala,mala,Nom
malandro,malandro,Nom
malaria,malária,Nom
maldade,maldade,Nom
maldiçao,maldição,Nom
maleta,maleta,Nom
malha,malha,Nom
maluco,maluco,Adjectif
mama,mamãe,Nom
mamifero,mamífero,Nom
manada,manada,Nom
mancha,mancha,Nom
mandato,mandato,Nom
manga,manga,Nom
manha,manhã,Nom
manha,manha,Nom
manifestason,manifestação,Nom
manivela,manivela,Nom
manjericao,manjericão,Nom
manso,manso,Adjectif
manta,manta,Nom
manteiga,manteiga,Nom
manto,manto,Nom
manual,manual,Nom
manuscrito,manuscrito,Nom
mao,mão,Nom
mapa,mapa,Nom
maquete,maquete,Nom
maquina,máquina,Nom
mar,mar,Nom
maratona,maratona,Nom
maravilha,maravilha,Nom
marca,marca,Nom
marcha,marcha,Nom
março,março,Nom
mare,maré,Nom
margem,margem,Nom
marido,marido,Nom
marinha,marinha,Nom
marinheiro,marinheiro,Nom
marioneta,marioneta,Nom
mrmore,mármore,Nom
marquês,marquês,Nom
marrom,marrom,Adjectif
marte,marte,Nom
martelo,martelo,Nom
mas,mas,Conjonction
mascara,máscara,Nom
mascote,mascote,Nom
massa,massa,Nom
massagem,massagem,Nom
mastro,mastro,Nom
matematika,matemática,Nom
materia,matéria,Nom
material,material,Nom
matiz,matiz,Nom
mato,mato,Nom
mau,mau,Adjectif
maximo,máximo,Nom
mecaniko,mecânico,Nom
medalha,medalha,Nom
media,média,Nom
medico,médico,Nom
medida,medida,Nom
medo,medo,Nom
meia,meia,Nom
meio,meio,Nom
mel,mel,Nom
melancia,melancia,Nom
melao,melão,Nom
melhor,melhor,Adjectif
melodia,melodia,Nom
membro,membro,Nom
memoria,memória,Nom
menina,menina,Nom
menino,menino,Nom
menos,menos,Adverbe
mensagem,mensagem,Nom
mente,mente,Nom
mentira,mentira,Nom
menu,menu,Nom
mercado,mercado,Nom
mercurio,mercúrio,Nom
merecimentu,merecimento,Nom
mergulho,mergulho,Nom
mes,mês,Nom
mesa,mesa,Nom
mesmo,mesmo,Adjectif
mestre,mestre,Nom
metal,metal,Nom
metade,metade,Nom
meteoro,meteoro,Nom
metodu,método,Nom
metro,metro,Nom
meu,meu,Possessif
mexilhao,mexilhão,Nom
microbio,micróbio,Nom
microfone,microfone,Nom
microscopio,microscópio,Nom
mil,mil,Nombre
milagre,milagre,Nom
milhao,milhão,Nombre
milhar,milhar,Nombre
milho,milho,Nom
militar,militar,Nom
mim,mim,Pronom
mimo,mimo,Nom
mina,mina,Nom
mineiro,mineiro,Nom
minerio,minério,Nom
miniatura,miniatura,Nom
minimo,mínimo,Nom
ministerio,ministério,Nom
ministro,ministro,Nom
minuto,minuto,Nom
miolo,miolo,Nom
missa,missa,Nom
missao,missão,Nom
misterio,mistério,Nom
mistura,mistura,Nom
mito,mito,Nom
mobilia,mobília,Nom
mochila,mochila,Nom
moda,moda,Nom
modelo,modelo,Nom
moderno,moderno,Adjectif
modo,modo,Nom
moeda,moeda,Nom
moinho,moinho,Nom
mola,mola,Nom
moldura,moldura,Nom
mole,mole,Adjectif
molho,molho,Nom
momento,momento,Nom
monarca,monarca,Nom
monstro,monstro,Nom
montanha,montanha,Nom
monte,monte,Nom
monumento,monumento,Nom
moral,moral,Nom
morango,morango,Nom
morcego,morcego,Nom
moreno,moreno,Adjectif
morno,morno,Adjectif
morte,morte,Nom
morto,morto,Adjectif
mosaico,mosaico,Nom
mosca,mosca,Nom
mosquito,mosquito,Nom
mostarda,mostarda,Nom
motivo,motivo,Nom
moto,moto,Nom
motor,motor,Nom
movimento,movimento,Nom
mudança,mudança,Nom
mudo,mudo,Adjectif
muita,muita,Adjectif
muito,muito,Adjectif
mula,mula,Nom
multa,multa,Nom
multiplicason,multiplicação,Nom
multidao,multidão,Nom
mumía,múmia,Nom
mundo,mundo,Nom
muralha,muralha,Nom
muro,muro,Nom
musculo,músculo,Nom
museu,museu,Nom
musgo,musgo,Nom
musica,música,Nom
musico,músico,Nom
n,letra n,Nom
nao,não,Adverbe
nabo,nabo,Nom
nacao,nação,Nom
nacional,nacional,Adjectif
nada,nada,Pronom
nadador,nadador,Nom
namorado,namorado,Nom
nariz,nariz,Nom
nascimento,nascimento,Nom
nata,nata,Nom
natal,natal,Nom
natureza,natureza,Nom
naufragio,naufrágio,Nom
navalha,navalha,Nom
nave,nave,Nom
navio,navio,Nom
neblina,neblina,Nom
necessario,necessário,Adjectif
negativo,negativo,Adjectif
negocio,negócio,Nom
negro,negro,Adjectif
nem,nem,Conjonction
nervo,nervo,Nom
neto,neto,Nom
neve,neve,Nom
nevoa,névoa,Nom
ninho,ninho,Nom
nivel,nível,Nom
no,nó,Nom
nobre,nobre,Adjectif
nobreza,nobreza,Nom
noite,noite,Nom
noiva,noiva,Nom
noivo,noivo,Nom
nome,nome,Nom
nora,nora,Nom
nordeste,nordeste,Nom
norma,norma,Nom
noroeste,noroeste,Nom
norte,norte,Nom
nossa,nossa,Possessif
nosso,nosso,Possessif
nota,nota,Nom
noticia,notícia,Nom
nova,nova,Adjectif
nove,nove,Nombre
novembro,novembro,Nom
noventa,noventa,Nombre
novidade,novidade,Nom
novilha,novilha,Nom
novelo,novelo,Nom
novo,novo,Adjectif
noz,noz,Nom
nu,nu,Adjectif
nublado,nublado,Adjectif
nuclear,nuclear,Adjectif
nudez,nudez,Nom
num,num,Préposition
numero,número,Nom
nunca,nunca,Adverbe
nuvem,nuvem,Nom
o,letra o,Nom
o,o,Article
oasis,oásis,Nom
obedient,obediente,Adjectif
objetivo,objetivo,Nom
objeto,objeto,Nom
obra,obra,Nom
obrigado,obrigado,Adjectif
observason,observação,Nom
obstaculo,obstáculo,Nom
oceano,oceano,Nom
ocidente,ocidente,Nom
oculos,óculos,Nom
odio,ódio,Nom
oeste,oeste,Nom
oferta,oferta,Nom
oficina,oficina,Nom
oficial,oficial,Nom
oito,oito,Nombre
oitenta,oitenta,Nombre
ola,olá,Interjection
oleo,óleo,Nom
olho,olho,Nom
olimpico,olímpico,Adjectif
oliva,oliva,Nom
ombro,ombro,Nom
onda,onda,Nom
onde,onde,Adverbe
ontem,ontem,Adverbe
onze,onze,Nombre
opale,opala,Nom
operason,operação,Nom
operariu,operário,Nom
opiniao,opinião,Nom
oportunidadi,oportunidade,Nom
oposison,oposição,Nom
oracao,oração,Nom
oraculo,oráculo,Nom
oral,oral,Adjectif
orbita,órbita,Nom
ordem,ordem,Nom
ordenado,ordenado,Nom
orelha,orelha,Nom
orfao,órfão,Nom
orgao,órgão,Nom
organismo,organismo,Nom
organizason,organização,Nom
orgulho,orgulho,Nom
oriente,oriente,Nom
origem,origem,Nom
original,original,Adjectif
orizonte,horizonte,Nom
orquestra,orquestra,Nom
arroz,arroz,Nom
osso,osso,Nom
ostra,ostra,Nom
ouro,ouro,Nom
outono,outono,Nom
outro,outro,Pronom
outubro,outubro,Nom
ouvido,ouvido,Nom
ovelha,ovelha,Nom
ovo,ovo,Nom
p,letra p,Nom
pa,pá,Nom
paciencia,paciência,Nom
pacote,pacote,Nom
padaria,padaria,Nom
padre,padre,Nom
padrinho,padrinho,Nom
pagamento,pagamento,Nom
pagina,página,Nom
pai,pai,Nom
painel,painel,Nom
pais,país,Nom
paisagem,paisagem,Nom
paixao,paixão,Nom
pala,pala,Nom
palacio,palácio,Nom
palavra,palavra,Nom
palco,palco,Nom
palha,palha,Nom
palhaço,palhaço,Nom
palma,palma,Nom
palmeira,palmeira,Nom
palmito,palmito,Nom
pancada,pancada,Nom
panda,panda,Nom
panela,panela,Nom
panico,pânico,Nom
pano,pano,Nom
pantano,pântano,Nom
pantera,pantera,Nom
pao,pão,Nom
papa,papa,Nom
papai,papai,Nom
papagaio,papagaio,Nom
papeira,papeira,Nom
papel,papel,Nom
papelaria,papelaria,Nom
paquete,paquete,Nom
par,par,Nom
para,para,Préposition
parabens,parabéns,Nom
parada,parada,Nom
parafuso,parafuso,Nom
paragrafo,parágrafo,Nom
paraiso,paraíso,Nom
paralelepipedo,paralelepípedo,Nom
parede,parede,Nom
parente,parente,Nom
parque,parque,Nom
parte,parte,Nom
partida,partida,Nom
partido,partido,Nom
pascoa,páscoa,Nom
passado,passado,Nom
passageiro,passageiro,Nom
passagem,passagem,Nom
passaporte,passaporte,Nom
passaro,pássaro,Nom
passatempo,passatempo,Nom
passeio,passeio,Nom
passo,passo,Nom
pasta,pasta,Nom
pastel,pastel,Nom
pastilha,pastilha,Nom
pasto,pasto,Nom
pastor,pastor,Nom
pata,pata,Nom
patim,patim,Nom
patinha,patinha,Nom
patio,pátio,Nom
pato,pato,Nom
patrao,patrão,Nom
patria,pátria,Nom
pau,pau,Nom
pausa,pausa,Nom
pavao,pavão,Nom
paz,paz,Nom
pe,pé,Nom
pecado,pecado,Nom
peça,peça,Nom
pedaco,pedaço,Nom
pedal,pedal,Nom
pedido,pedido,Nom
pedra,pedra,Nom
pedreiro,pedreiro,Nom
pegada,pegada,Nom
peito,peito,Nom
peixe,peixe,Nom
pele,pele,Nom
pelicano,pelicano,Nom
pelo,pêlo,Nom
pena,pena,Nom
pendulo,pêndulo,Nom
peneira,peneira,Nom
penha,penha,Nom
peninsula,península,Nom
pensamento,pensamento,Nom
penso,penso,Nom
pente,pente,Nom
pepino,pepino,Nom
pequeno,pequeno,Adjectif
pera,pera,Nom
perdao,perdão,Nom
perdiz,perdiz,Nom
perfeito,perfeito,Adjectif
perfil,perfil,Nom
perfume,perfume,Nom
pergunta,pergunta,Nom
perigo,perigo,Nom
periodo,período,Nom
perito,perito,Nom
perna,perna,Nom
perola,pérola,Nom
persiana,persiana,Nom
personagem,personagem,Nom
peru,peru,Nom
pesca,pesca,Nom
pescador,pescador,Nom
pescoço,pescoço,Nom
peso,peso,Nom
pessego,pêssego,Nom
pessoa,pessoa,Nom
pestana,pestana,Nom
peste,peste,Nom
petala,pétala,Nom
petroleo,petróleo,Nom
pia,pia,Nom
piano,piano,Nom
picada,picada,Nom
picareta,picareta,Nom
pico,pico,Nom
piedade,piedade,Nom
pijama,pijama,Nom
pilao,pilão,Nom
pilha,pilha,Nom
piloto,piloto,Nom
pimenta,pimenta,Nom
pimentao,pimentão,Nom
pinça,pinça,Nom
pincel,pincel,Nom
pingalim,pingalim,Nom
pinguim,pinguim,Nom
pinha,pinha,Nom
pinheiro,pinheiro,Nom
pino,pino,Nom
pintar,pintar,Verbe
pintor,pintor,Nom
pintura,pintura,Nom
piolho,piolho,Nom
pipa,pipa,Nom
pipoca,pipoca,Nom
piquenique,piquenique,Nom
piramide,pirâmide,Nom
pirata,pirata,Nom
pires,pires,Nom
pirilampo,pirilampo,Nom
piscinas,piscina,Nom
pista,pista,Nom
pistola,pistola,Nom
placa,placa,Nom
planeta,planeta,Nom
plano,plano,Nom
planta,planta,Nom
plastico,plástico,Nom
plataforma,plataforma,Nom
platina,platina,Nom
pneu,pneu,Nom
po,pó,Nom
pobre,pobre,Adjectif
pobreza,pobreza,Nom
poco,poço,Nom
poder,poder,Nom
poema,poema,Nom
poesia,poesia,Nom
poeta,poeta,Nom
polegar,polegar,Nom
polen,pólen,Nom
policia,polícia,Nom
politica,política,Nom
politico,político,Nom
polvo,polvo,Nom
pomar,pomar,Nom
pomba,pomba,Nom
pombo,pombo,Nom
ponta,ponta,Nom
ponte,ponte,Nom
ponto,ponto,Nom
populacao,população,Nom
porco,porco,Nom
porco-espinho,porco-espinho,Nom
poro,poro,Nom
portao,portão,Nom
porto,porto,Nom
portugues,português,Nom
posiçao,posição,Nom
possivel,possível,Adjectif
postal,postal,Nom
poste,poste,Nom
pote,pote,Nom
potro,potro,Nom
pouca,pouca,Adjectif
pouco,pouco,Adjectif
povo,povo,Nom
praça,praça,Nom
praia,praia,Nom
prato,prato,Nom
prazer,prazer,Nom
prazo,prazo,Nom
prece,prece,Nom
preco,preço,Nom
predio,prédio,Nom
prego,prego,Nom
preguica,preguiça,Nom
premio,prémio,Nom
prenda,prenda,Nom
preocupason,preocupação,Nom
preparason,preparação,Nom
presenca,presença,Nom
presepio,presépio,Nom
presidente,presidente,Nom
preso,preso,Nom
pressa,pressa,Nom
pressao,pressão,Nom
preto,preto,Adjectif
prima,prima,Nom
primavera,primavera,Nom
primeiro,primeiro,Adjectif
primo,primo,Nom
princesa,princesa,Nom
principe,príncipe,Nom
principio,princípio,Nom
prisao,prisão,Nom
privado,privado,Adjectif
problema,problema,Nom
procissao,procissão,Nom
produçao,produção,Nom
produto,produto,Nom
professor,professor,Nom
profissao,profissão,Nom
profundo,profundo,Adjectif
programa,programa,Nom
progresso,progresso,Nom
projeto,projeto,Nom
promessa,promessa,Nom
pronto,pronto,Adjectif
propriedade,propriedade,Nom
proprio,próprio,Adjectif
prova,prova,Nom
proverbio,provérbio,Nom
proximo,próximo,Adjectif
publico,público,Adjectif
pudim,pudim,Nom
pulga,pulga,Nom
pulmao,pulmão,Nom
pulso,pulso,Nom
punhado,punhado,Nom
punhal,punhal,Nom
punho,punho,Nom
pupilo,pupilo,Nom
pure,puré,Nom
puro,puro,Adjectif
puxador,puxador,Nom
