revolta,revolta,Nom
rico,rico,Adjectif
rifa,rifa,Nom
rim,rim,Nom
rima,rima,Nom
rinoceronte,rinoceronte,Nom
rio,rio,Nom
riqueza,riqueza,Nom
rir,rir,Verbe
risco,risco,Nom
risu,riso,Nom
ritmo,ritmo,Nom
rival,rival,Nom
robalo,robalo,Nom
robo,robô,Nom
rocha,rocha,Nom
rochedo,rochedo,Nom
roda,roda,Nom
rodape,rodapé,Nom
rodo,rodo,Nom
rola,rola,Nom
rolha,rolha,Nom
rolo,rolo,Nom
romance,romance,Nom
rosa,rosa,Nom
rosto,rosto,Nom
rota,rota,Nom
rotulo,rótulo,Nom
roubo,roubo,Nom
roupa,roupa,Nom
roxo,roxo,Adjectif
rua,rua,Nom
rubi,rubi,Nom
ruina,ruína,Nom
ruivo,ruivo,Adjectif
rumo,rumo,Nom
s,letra s,Nom
sabado,sábado,Nom
sabao,sabão,Nom
saber,saber,Verbe
sabio,sábio,Adjectif
sabor,sabor,Nom
saca,saca,Nom
saca-rolhas,saca-rolhas,Nom
saco,saco,Nom
sacrificio,sacrifício,Nom
sacristia,sacristia,Nom
saia,saia,Nom
saida,saída,Nom
saibro,saibro,Nom
sal,sal,Nom
sala,sala,Nom
salada,salada,Nom
salamandra,salamandra,Nom
salario,salário,Nom
salsa,salsa,Nom
salsicha,salsicha,Nom
salto,salto,Nom
salva-vidas,salva-vidas,Nom
sandalia,sandália,Nom
sanduiche,sanduíche,Nom
sangue,sangue,Nom
santu,santo,Nom
sapo,sapo,Nom
sapato,sapato,Nom
sardinha,sardinha,Nom
sargento,sargento,Nom
satelite,satélite,Nom
saudade,saudade,Nom
saude,saúde,Nom
saxofone,saxofone,Nom
seara,seara,Nom
seculo,século,Nom
seda,seda,Nom
sede,sede,Nom
segredo,segredo,Nom
segunda-feira,segunda-feira,Nom
segundo,segundo,Adjectif
seguranca,segurança,Nom
seguro,seguro,Adjectif
seis,seis,Nombre
sela,sela,Nom
selim,selim,Nom
selo,selo,Nom
selva,selva,Nom
sem,sem,Préposition
semana,semana,Nom
semente,semente,Nom
sempre,sempre,Adverbe
senhor,senhor,Nom
senhora,senhora,Nom
sensivel,sensível,Adjectif
sentido,sentido,Nom
sentimento,sentimento,Nom
sentinela,sentinela,Nom
separason,separação,Nom
sereia,sereia,Nom
seringa,seringa,Nom
serio,sério,Adjectif
serpente,serpente,Nom
serra,serra,Nom
serradura,serradura,Nom
serviço,serviço,Nom
servidao,servidão,Nom
sessao,sessão,Nom
seta,seta,Nom
sete,sete,Nombre
setembro,setembro,Nom
seu,seu,Possessif
sexo,sexo,Nom
sexta-feira,sexta-feira,Nom
sigilo,sigilo,Nom
sigla,sigla,Nom
significado,significado,Nom
signo,signo,Nom
silaba,sílaba,Nom
silencio,silêncio,Nom
silo,silo,Nom
sim,sim,Adverbe
simbolo,símbolo,Nom
simpatia,simpatia,Nom
simples,simples,Adjectif
sinal,sinal,Nom
sino,sino,Nom
sintoma,sintoma,Nom
sirene,sirene,Nom
sistema,sistema,Nom
sitio,sítio,Nom
situacao,situação,Nom
so,só,Adverbe
soalho,soalho,Nom
sobrinha,sobrinha,Nom
sobrinho,sobrinho,Nom
socio,sócio,Nom
socorro,socorro,Nom
sofa,sofá,Nom
sofrimento,sofrimento,Nom
sogra,sogra,Nom
sogro,sogro,Nom
sol,sol,Nom
soldado,soldado,Nom
sola,sola,Nom
solidão,solidão,Nom
solo,solo,Nom
solteiro,solteiro,Nom
solucao,solução,Nom
sombra,sombra,Nom
sombrinha,sombrinha,Nom
sonho,sonho,Nom
sono,sono,Nom
sopa,sopa,Nom
sopé,sopé,Nom
sopro,sopro,Nom
sorriso,sorriso,Nom
sorte,sorte,Nom
sossegado,sossegado,Adjectif
sotaque,sotaque,Nom
sotao,sótão,Nom
suave,suave,Adjectif
subida,subida,Nom
submarino,submarino,Nom
substantivo,substantivo,Nom
substituto,substituto,Nom
suburbio,subúrbio,Nom
sucesso,sucesso,Nom
suco,suco,Nom
suor,suor,Nom
sul,sul,Nom
superficie,superfície,Nom
superior,superior,Adjectif
suporte,suporte,Nom
supremo,supremo,Adjectif
surdo,surdo,Adjectif
surpresa,surpresa,Nom
suspeito,suspeito,Nom
suspiro,suspiro,Nom
susto,susto,Nom
t,letra t,Nom
tabaco,tabaco,Nom
tabela,tabela,Nom
tabuada,tabuada,Nom
tabua,tábua,Nom
taca,taça,Nom
tacho,tacho,Nom
tacto,tato,Nom
talento,talento,Nom
talher,talher,Nom
talho,talho,Nom
talao,talão,Nom
tamanho,tamanho,Nom
tambor,tambor,Nom
tampa,tampa,Nom
tampao,tampão,Nom
tanque,tanque,Nom
tapete,tapete,Nom
tarde,tarde,Nom
tarefa,tarefa,Nom
tarte,tarte,Nom
tartaruga,tartaruga,Nom
tatuagem,tatuagem,Nom
taverna,taverna,Nom
taxa,taxa,Nom
taxi,táxi,Nom
teatro,teatro,Nom
tecido,tecido,Nom
tecla,tecla,Nom
teclado,teclado,Nom
tecnica,técnica,Nom
tecto,teto,Nom
teia,teia,Nom
teimoso,teimoso,Adjectif
tela,tela,Nom
telegrama,telegrama,Nom
telescopio,telescópio,Nom
televisao,televisão,Nom
telha,telha,Nom
telhado,telhado,Nom
tema,tema,Nom
tempero,tempero,Nom
tempestade,tempestade,Nom
templo,templo,Nom
tempo,tempo,Nom
tenda,tenda,Nom
tenis,ténis,Nom
tensao,tensão,Nom
tentacao,tentação,Nom
teoria,teoria,Nom
terca-feira,terça-feira,Nom
terceiro,terceiro,Adjectif
terco,terço,Nom
termino,término,Nom
terno,terno,Adjectif
ternura,ternura,Nom
terra,terra,Nom
terraco,terraço,Nom
terremoto,terramoto,Nom
terreno,terreno,Nom
terrivel,terrível,Adjectif
territorio,território,Nom
terror,terror,Nom
tesoura,tesoura,Nom
tesouro,tesouro,Nom
testa,testa,Nom
testamento,testamento,Nom
testemunha,testemunha,Nom
teto,teto,Nom
texto,texto,Nom
teu,teu,Possessif
tia,tia,Nom
tigela,tigela,Nom
tigre,tigre,Nom
tijolo,tijolo,Nom
tilia,tília,Nom
timido,tímido,Adjectif
tinta,tinta,Nom
tinteiro,tinteiro,Nom
tinto,tinto,Adjectif
tio,tio,Nom
tipo,tipo,Nom
tira,tira,Nom
tiro,tiro,Nom
titulo,título,Nom
toalha,toalha,Nom
tocha,tocha,Nom
todo,todo,Adjectif
tolerancia,tolerância,Nom
tom,tom,Nom
tomada,tomada,Nom
tomate,tomate,Nom
tonelada,tonelada,Nom
tonto,tonto,Adjectif
topo,topo,Nom
toque,toque,Nom
torada,tourada,Nom
torneira,torneira,Nom
tornozelo,tornozelo,Nom
torrada,torrada,Nom
torre,torre,Nom
torta,torta,Nom
torto,torto,Adjectif
tosse,tosse,Nom
total,total,Adjectif
touca,touca,Nom
toucinho,toucinho,Nom
toupeira,toupeira,Nom
touro,touro,Nom
trabalhador,trabalhador,Nom
trabalho,trabalho,Nom
trator,trator,Nom
tradicao,tradição,Nom
traducao,tradução,Nom
trafego,tráfego,Nom
traje,traje,Nom
trama,trama,Nom
tranquilo,tranquilo,Adjectif
transito,trânsito,Nom
transporte,transporte,Nom
trapo,trapo,Nom
traseiro,traseiro,Nom
tratado,tratado,Nom
tratamento,tratamento,Nom
trave,trave,Nom
travesseiro,travesseiro,Nom
treino,treino,Nom
trela,trela,Nom
trem,trem,Nom
tres,três,Nombre
trevo,trevo,Nom
treze,treze,Nombre
tribo,tribo,Nom
tribuna,tribuna,Nom
tribunal,tribunal,Nom
trigo,trigo,Nom
trilho,trilho,Nom
trinco,trinco,Nom
trinta,trinta,Nombre
tripa,tripa,Nom
tripulacao,tripulação,Nom
triste,triste,Adjectif
tristeza,tristeza,Nom
triunfo,triunfo,Nom
troca,troca,Nom
troco,troco,Nom
tromba,tromba,Nom
trombeta,trombeta,Nom
tronco,tronco,Nom
trono,trono,Nom
tropa,tropa,Nom
trovoada,trovoada,Nom
truque,truque,Nom
tubarao,tubarão,Nom
tubo,tubo,Nom
tudo,tudo,Pronom
tulipa,tulipa,Nom
tumulo,túmulo,Nom
tunel,túnel,Nom
turismo,turismo,Nom
turista,turista,Nom
turma,turma,Nom
turno,turno,Nom
u,letra u,Nom
ultimo,último,Adjectif
umbigo,umbigo,Nom
unha,unha,Nom
uniao,união,Nom
unico,único,Adjectif
unidade,unidade,Nom
uniforme,uniforme,Nom
universo,universo,Nom
urano,urano,Nom
urgencia,urgência,Nom
urina,urina,Nom
urna,urna,Nom
urso,urso,Nom
urtiga,urtiga,Nom
uso,uso,Nom
uva,uva,Nom
v,letra v,Nom
vaca,vaca,Nom
vacina,vacina,Nom
vaga,vaga,Nom
vagabundo,vagabundo,Nom
vagem,vagem,Nom
vago,vago,Adjectif
vaidade,vaidade,Nom
vale,vale,Nom
valente,valente,Adjectif
validade,validade,Nom
valido,válido,Adjectif
valioso,valioso,Adjectif
valor,valor,Nom
valvula,válvula,Nom
vampiro,vampiro,Nom
vantagem,vantagem,Nom
vapor,vapor,Nom
vara,vara,Nom
varanda,varanda,Nom
variedade,variedade,Nom
vaso,vaso,Nom
vassoura,vassoura,Nom
vazio,vazio,Adjectif
veado,veado,Nom
vegetal,vegetal,Nom
veiculo,veículo,Nom
veia,veia,Nom
vela,vela,Nom
velho,velho,Adjectif
velocidade,velocidade,Nom
veludo,veludo,Nom
vencedor,vencedor,Nom
venda,venda,Nom
veneno,veneno,Nom
ventania,ventania,Nom
vento,vento,Nom
ventoinha,ventoinha,Nom
verao,verão,Nom
verba,verba,Nom
verdade,verdade,Nom
verdadeiro,verdadeiro,Adjectif
verde,verde,Adjectif
veredito,veredicto,Nom
vergonha,vergonha,Nom
verme,verme,Nom
vermelho,vermelho,Adjectif
verruga,verruga,Nom
verso,verso,Nom
vespa,vespa,Nom
vestido,vestido,Nom
vestuario,vestuário,Nom
veterinario,veterinário,Nom
veu,véu,Nom
vez,vez,Nom
via,via,Nom
viagem,viagem,Nom
viajante,viajante,Nom
vibraçao,vibração,Nom
vicio,vício,Nom
vida,vida,Nom
vidraça,vidraça,Nom
vidro,vidro,Nom
vila,vila,Nom
vinagre,vinagre,Nom
vingança,vingança,Nom
vinha,vinha,Nom
vinho,vinho,Nom
vinte,vinte,Nombre
viola,viola,Nom
violao,violão,Nom
violencia,violência,Nom
violento,violento,Adjectif
violeta,violeta,Nom
violino,violino,Nom
virgem,virgem,Nom
virgula,vírgula,Nom
virtude,virtude,Nom
virus,vírus,Nom
visao,visão,Nom
visita,visita,Nom
vista,vista,Nom
visto,visto,Nom
vitamina,vitamina,Nom
vitela,vitela,Nom
vitima,vítima,Nom
vitoria,vitória,Nom
viuva,viúva,Nom
viuvo,viúvo,Nom
vizinhanca,vizinhança,Nom
vizinho,vizinho,Nom
voo,voo,Nom
vocabulario,vocabulário,Nom
vocacao,vocação,Nom
voce,você,Pronom
volta,volta,Nom
volume,volume,Nom
vontade,vontade,Nom
voto,voto,Nom
voz,voz,Nom
vulcao,vulcão,Nom
x,letra x,Nom
xadrez,xadrez,Nom
xaile,xaile,Nom
xarope,xarope,Nom
xateu,chato / aborrecido,Adjectif
xeke,cheque,Nom
xefe,chefe,Nom
xikara,xícara,Nom
xinel,chinelo,Nom
xok,choque,Nom
xuxu,chuchu,Nom
z,letra z,Nom
zanga,zanga,Nom
zebra,zebra,Nom
zelo,zelo,Nom
zero,zero,Nombre
zinco,zinco,Nom
zona,zona,Nom
zumbido,zumbido,Nom
